,Unnamed: 0,경도,위도,중심시도명,중심시군구명,중심관광지명,주소,중심카테고리 명_대,중심카테고리 명_중,순위,가까운 지하철역,지하철역과의 거리,도보시간
217,217,127.0304,37.6863,서울특별시,도봉구,도봉사,서울 도봉구 도봉산길 89-0,관광지,역사관광,58,"도봉산, 경원선",1426.2024768411154,21.38234597962692
219,219,127.0318,37.6595,서울특별시,도봉구,발바닥공원,서울 도봉구 시루봉로6길 33-0,관광지,문화관광,61,"쌍문, 4호선",1233.7932735818122,18.497650278587887
220,220,127.0324,37.6485,서울특별시,도봉구,쌍문시장,서울 도봉구 도봉로113길 23-0,관광지,쇼핑,63,"쌍문, 4호선",204.2561018608338,3.062310372726144
222,222,127.0489,37.6554,서울특별시,도봉구,서울사진미술관/건축중(2023년12월개관예정),서울 도봉구 마들로13길 70-0,관광지,문화관광,66,"창동, 경원선",282.5993782534874,4.236872237683468
223,223,127.0135,37.6559,서울특별시,도봉구,삼각산시민청/1동,서울 도봉구 삼양로 592-0,관광지,문화관광,67,"솔밭공원, 우이신설선",24.686399452821213,0.3701109363241561
224,224,127.0202,37.6596,서울특별시,도봉구,자은정사,서울 도봉구 해등로34길 69-0,관광지,역사관광,68,"솔밭공원, 우이신설선",728.4268909096872,10.920942892199209
227,227,127.0219,37.6608,서울특별시,도봉구,원당샘공원,서울 도봉구 해등로32가길 16-0,관광지,문화관광,71,"북한산우이, 우이신설선",844.321826151482,12.65849814320063
228,228,127.0349,37.6476,서울특별시,도봉구,창동시장,서울 도봉구 도봉로110나길 31-0,관광지,쇼핑,72,"쌍문, 4호선",115.22609911629333,1.7275277228829582
230,230,127.0464,37.6727,서울특별시,도봉구,베이스볼클리닉,서울 도봉구 마들로 699-0,관광지,문화관광,74,"방학, 경원선",606.5730377850674,9.094048542504758
231,231,127.0234,37.6754,서울특별시,도봉구,성신여자대학교/난향원,서울 도봉구 도봉로169길 416-0,관광지,레저스포츠,75,"북한산우이, 우이신설선",1676.9643154706434,25.141893785167067
233,233,127.0298,37.6437,서울특별시,도봉구,우이천빛축제,서울 도봉구 우이천로 0-0,관광지,문화관광,77,"쌍문, 4호선",697.6619010443912,10.459698666332702
239,239,127.039,37.652,서울특별시,도봉구,정혜사,서울 도봉구 노해로 269-22,관광지,역사관광,83,"쌍문, 4호선",532.4887425086158,7.98333946789529
242,242,127.0516,37.6528,서울특별시,도봉구,창동극장,서울 도봉구 노해로 391-0,관광지,문화관광,86,"창동, 경원선",335.58822368793227,5.03130770146825
243,243,127.0435,37.6639,서울특별시,도봉구,씨알방학간,서울 도봉구 도봉로 666-0,관광지,문화관광,87,"방학, 경원선",405.6716631008376,6.08203392954779
245,245,127.0387,37.6563,서울특별시,도봉구,공생선원,서울 도봉구 도봉로 575-0,관광지,역사관광,89,"창동, 4호선",836.3760588698176,12.539371197448538
246,246,127.0356,37.6803,서울특별시,도봉구,도봉암,서울 도봉구 도봉로173다길 32-68,관광지,역사관광,90,"도봉, 경원선",885.4736385605685,13.275466844986031
247,247,127.0371,37.6464,서울특별시,도봉구,아미고키즈카페,서울 도봉구 도봉로110길 65-0,관광지,문화관광,91,"쌍문, 4호선",324.9919720787142,4.872443359500962
249,249,127.0408,37.6444,서울특별시,도봉구,초안산실내배드민턴장,서울 도봉구 덕릉로63길 76-10,관광지,레저스포츠,93,"쌍문, 4호선",713.4845932070906,10.696920437887416
250,250,127.0417,37.673,서울특별시,도봉구,서원암,서울 도봉구 도봉로155길 40-0,관광지,역사관광,94,"방학, 경원선",650.9745279114873,9.759738049647485
253,253,127.0436,37.6851,서울특별시,도봉구,도봉시장,서울 도봉구 도봉산3길 50-0,관광지,쇼핑,98,"도봉산, 7호선",526.3835044074601,7.891806662780511
255,255,127.0455,37.6676,서울특별시,도봉구,빅마켓/도봉점,서울 도봉구 마들로 645-0,관광지,쇼핑,100,"방학, 경원선",108.78915147728844,1.631021761278687
256,256,126.8945,37.5557,서울특별시,마포구,망원한강공원,서울 마포구 마포나루길 467-0,관광지,문화관광,1,"마포구청, 6호선",1167.391321992819,17.502118770507032
257,257,126.906,37.5565,서울특별시,마포구,망원시장,서울 마포구 포은로8길 14-0,관광지,쇼핑,2,"망원, 6호선",360.85524808978187,5.4101236595169695
258,258,126.8982,37.5677,서울특별시,마포구,홈플러스/월드컵점,서울 마포구 월드컵로 240-0,관광지,쇼핑,3,"월드컵경기장(성산), 6호선",225.28375999501307,3.3775676161171373
259,259,126.8854,37.5674,서울특별시,마포구,하늘공원,서울 마포구 하늘공원로 95-0,관광지,문화관광,4,"월드컵경기장(성산), 6호선",1250.407640540866,18.74674123749424
260,260,126.9533,37.5423,서울특별시,마포구,이마트/마포점,서울 마포구 백범로 212-0,관광지,쇼핑,5,"공덕, 경의중앙선",111.10682975820006,1.6657695615922048
262,262,126.9133,37.5513,서울특별시,마포구,홈플러스/합정점,서울 마포구 양화로 45-0,관광지,쇼핑,7,"합정, 2호선",209.4186219854537,3.1397094750442838
263,263,126.8951,37.5622,서울특별시,마포구,평화의공원,서울 마포구,관광지,문화관광,8,"마포구청, 6호선",742.759912755926,11.135830775950916
264,264,126.8762,37.5662,서울특별시,마포구,난지한강공원,서울 마포구 한강난지로 162-0,관광지,문화관광,9,"증미, 9호선",1594.079607079025,23.8992444839434
265,265,126.8985,37.5652,서울특별시,마포구,마포농수산물시장,서울 마포구 월드컵로 235-0,관광지,쇼핑,11,"마포구청, 6호선",466.9615385759608,7.000922617330746
266,266,126.921,37.5509,서울특별시,마포구,KT&G상상마당/홍대,서울 마포구 어울마당로 65-0,관광지,문화관광,13,"상수, 6호선",389.4416323086428,5.83870513206361
269,269,126.936,37.5549,서울특별시,마포구,이마트/신촌점,서울 마포구 신촌로 94-0,관광지,쇼핑,18,"신촌, 2호선",85.74458876891973,1.285526068499546
270,270,126.9257,37.5579,서울특별시,마포구,CGV/연남,서울 마포구 양화로 186-0,관광지,문화관광,21,"홍대입구, 경의중앙선",91.48854630577956,1.3716423733999932
271,271,126.925,37.5572,서울특별시,마포구,롯데시네마/홍대입구,서울 마포구 양화로 176-0,관광지,문화관광,22,"홍대입구, 2호선",122.89403531217876,1.8424892850401613
272,272,126.8895,37.5652,서울특별시,마포구,월드컵공원,서울 마포구 월드컵로 243-60,관광지,문화관광,23,"월드컵경기장(성산), 6호선",990.1801595294324,14.845279753064954
274,274,126.8974,37.5577,서울특별시,마포구,망원유수지체육공원,서울 마포구 방울내로11길 198-0,관광지,문화관광,27,"마포구청, 6호선",832.0174761381214,12.474025129507067
276,276,126.9226,37.5564,서울특별시,마포구,CGV/홍대,서울 마포구 양화로 153-0,관광지,문화관광,31,"홍대입구, 2호선",107.04347796015604,1.6048497445300756
277,277,126.9263,37.5578,서울특별시,마포구,AK&/홍대점,서울 마포구 양화로 188-0,관광지,쇼핑,32,"홍대입구, 경의중앙선",38.1657474360601,0.5722001114851589
278,278,126.894,37.5709,서울특별시,마포구,문화비축기지,서울 마포구 증산로 87-0,관광지,문화관광,33,"월드컵경기장(성산), 6호선",492.0502614690822,7.377065389341562
280,280,126.9115,37.5442,서울특별시,마포구,절두산순교성지,서울 마포구 토정로 6-0,관광지,역사관광,35,"합정, 6호선",579.8786814640371,8.693833305307901
281,281,126.8977,37.5534,서울특별시,마포구,서울함공원,서울 마포구 마포나루길 407-0,관광지,문화관광,36,"망원, 6호선",1131.6485471157634,16.966245084194355
284,284,126.922,37.5559,서울특별시,마포구,메가박스/홍대,서울 마포구 양화로 147-0,관광지,문화관광,40,"홍대입구, 2호선",180.37001525006983,2.7041981296862048
285,285,126.93,37.555,서울특별시,마포구,소극장산울림,서울 마포구 와우산로 157-0,관광지,문화관광,43,"홍대입구, 공항철도1호선",396.8237242523392,5.949381173198488
287,287,126.9331,37.5561,서울특별시,마포구,하나로마트/신촌점,서울 마포구 신촌로 66-0,관광지,쇼핑,46,"신촌, 2호선",354.75931933776906,5.318730424854109
289,289,126.8921,37.5776,서울특별시,마포구,DMC홍보관,서울 마포구 월드컵북로 366-0,관광지,문화관광,49,"수색, 경의중앙선",475.0333114963205,7.121938703093259
291,291,126.9078,37.564,서울특별시,마포구,쁘띠몽드/마포중앙도서관점,서울 마포구 성산로 128-0,관광지,문화관광,54,"마포구청, 6호선",397.43906530890666,5.958606676295452
293,293,126.8863,37.5748,서울특별시,마포구,어깨동무스토리움,서울 마포구 월드컵로 386-0,관광지,문화관광,58,"수색, 경의중앙선",1061.2059080528163,15.910133554015236
294,294,126.955,37.5566,서울특별시,마포구,아현시장,서울 마포구 굴레방로 27-10,관광지,쇼핑,62,"아현, 2호선",130.38792207203082,1.9548414103752745
297,297,126.9201,37.5484,서울특별시,마포구,롤링홀,서울 마포구 어울마당로 35-0,관광지,문화관광,65,"상수, 6호선",254.76451010653184,3.819557872661647
298,298,126.954,37.5528,서울특별시,마포구,헬로방방/마포아현점,서울 마포구 마포대로 195-0,관광지,문화관광,66,"애오개, 5호선",269.97032104825473,4.047531050198722
299,299,126.8788,37.569,서울특별시,마포구,난지미술창작스튜디오,서울 마포구 하늘공원로 108-1,관광지,문화관광,67,"월드컵경기장(성산), 6호선",1811.831518771383,27.163890836152667
300,300,126.8899,37.5804,서울특별시,마포구,한국영상자료원,서울 마포구 월드컵북로 400-0,관광지,문화관광,68,"수색, 경의중앙선",506.8339841477553,7.598710407012822
305,305,126.9223,37.5522,서울특별시,마포구,윤형빈소극장/홍대점,서울 마포구 와우산로21길 29-0,관광지,문화관광,75,"상수, 6호선",500.05484184921625,7.497074090692897
306,306,126.9019,37.566,서울특별시,마포구,시립마포청소년센터,서울 마포구 월드컵로 212-0,관광지,레저스포츠,76,"마포구청, 6호선",303.8452699990303,4.555401349310799
310,310,126.9532,37.5447,서울특별시,마포구,공덕시장족발골목,서울 마포구 만리재로 19-0,관광지,쇼핑,82,"공덕, 5호선",164.28129793708175,2.462987975068692
312,312,126.9261,37.5536,서울특별시,마포구,웨스트브릿지라이브홀,서울 마포구 와우산로25길 6-0,관광지,문화관광,84,"홍대입구, 2호선",412.3408115499351,6.182021162667692
317,317,126.9285,37.5541,서울특별시,마포구,구름아래소극장,서울 마포구 와우산로29가길 15-0,관광지,문화관광,90,"홍대입구, 공항철도1호선",402.6541170273841,6.036793358731395
318,318,126.9296,37.5541,서울특별시,마포구,포스트극장,서울 마포구 와우산로 148-0,관광지,문화관광,92,"홍대입구, 공항철도1호선",449.7077754503377,6.742245509000565
321,321,126.8955,37.5751,서울특별시,마포구,제일라아트홀,서울 마포구 월드컵북로 323-0,관광지,문화관광,95,"디지털미디어시티, 공항철도1호선",343.43857890881657,5.1490041815414775
323,323,126.9195,37.544,서울특별시,마포구,마포새빛문화숲,서울 마포구 토정로 56-0,관광지,문화관광,98,"상수, 6호선",507.7854678466958,7.612975529935468
324,324,126.9167,37.5507,서울특별시,마포구,서울생활문화센터/서교,서울 마포구 양화로 72-0,관광지,문화관광,100,"합정, 2호선",290.4152908637809,4.354052336788319
325,325,127.0392,37.5448,서울특별시,성동구,서울숲,서울 성동구 뚝섬로 273-0,관광지,문화관광,1,"서울숲, 분당선",504.0720832446395,7.557302597370906
326,326,127.0534,37.5399,서울특별시,성동구,이마트/성수점,서울 성동구 뚝섬로 379-0,관광지,쇼핑,2,"성수, 2호선",566.6929169638777,8.496145681617357
327,327,127.0383,37.5616,서울특별시,성동구,이마트/왕십리점,서울 성동구 왕십리광장로 17-0,관광지,쇼핑,3,"왕십리(성동구청), 경원선",25.60979792432961,0.3839549913692595
329,329,127.0446,37.5419,서울특별시,성동구,메가박스/성수,서울 성동구 왕십리로 50-0,관광지,문화관광,5,"서울숲, 분당선",190.8005932119208,2.860578608874374
330,330,127.0386,37.5699,서울특별시,성동구,마장축산물시장,서울 성동구 마장로31길 40-0,관광지,쇼핑,6,"용두(동대문구청), 2호선",460.3613184904693,6.90196879296056
331,331,127.0298,37.5478,서울특별시,성동구,응봉산팔각정,서울 성동구,관광지,역사관광,7,"응봉, 경원선",481.6930615914591,7.221785031356209
332,332,127.0615,37.5416,서울특별시,성동구,LCDC SEOUL,서울 성동구 연무장17길 10-0,관광지,문화관광,8,"성수, 2호선",590.8315563204984,8.858044322646153
333,333,127.0653,37.5467,서울특별시,성동구,그라운드시소/성수,서울 성동구 아차산로17길 49-0,관광지,문화관광,9,"건대입구, 2호선",781.8921304747113,11.722520696772282
334,334,127.0225,37.5486,서울특별시,성동구,금남시장,서울 성동구 독서당로 303-7,관광지,쇼핑,10,"금호, 3호선",589.0651577167527,8.83156158495881
335,335,127.0287,37.5565,서울특별시,성동구,롯데마트/행당역점,서울 성동구 행당로 84-0,관광지,쇼핑,11,"행당, 5호선",114.12545648816482,1.7110263341553944
336,336,127.0594,37.5426,서울특별시,성동구,에스팩토리,서울 성동구 연무장15길 11-0,관광지,문화관광,12,"성수, 2호선",375.1103441375676,5.623843240443292
337,337,127.0513,37.5444,서울특별시,성동구,피치스도원,서울 성동구 연무장3길 9-0,관광지,문화관광,13,"성수, 2호선",412.3959121160982,6.1828472581124165
338,338,127.0441,37.5438,서울특별시,성동구,디뮤지엄,서울 성동구 왕십리로 83-21,관광지,문화관광,14,"서울숲, 분당선",57.35933259636688,0.8599600089410327
340,340,127.036,37.5593,서울특별시,성동구,소월아트홀,서울 성동구 왕십리로 281-0,관광지,문화관광,16,"왕십리(성동구청), 2호선",231.02099666717308,3.463583158428382
341,341,127.043,37.5454,서울특별시,성동구,서울숲씨어터,서울 성동구 서울숲2길 32-14,관광지,문화관광,17,"서울숲, 분당선",248.83228129398572,3.7306189099548086
342,342,127.0659,37.5464,서울특별시,성동구,성수낙낙,서울 성동구 아차산로17길 48-0,관광지,쇼핑,19,"건대입구, 2호선",729.4153573881497,10.935762479582454
