"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명"
"3110000","CDFI2260032017000002","20171031","","01","영업/정상","13","영업중","","","","","023539111","","","서울특별시 은평구 대조동 186-33번지 ","서울특별시 은평구 연서로28길 21-1 (대조동)","03385","폼호텔","2018-08-20 21:47:25","I","2018-08-31 23:59:59.0","","193057.462427303    ","457194.965351596    ","관광숙박업","","","","","","주식회사 KB손해보험","","","","","1189","","","","","","","","","","1189.06","","","","","","","","","","","","","1189","관광호텔업"
"3110000","CDFI2260032005000002","20051115","","01","영업/정상","13","영업중","","","","","02-354-0990","","122858","서울특별시 은평구 불광동 285-14번지 ","서울특별시 은평구 진흥로 205 (불광동)","03368","벨라지오 관광호텔","2020-05-25 10:47:15","U","2020-05-27 02:40:00.0","","193926.910867917    ","456349.956117154    ","관광숙박업","관광사업","준주거지역","10","주택가주변","","","호텔","8","2","","","","","","","","","","","","3820.83","","","","","","","","","","","","","3821","관광호텔업"
"3110000","CDFI2260032014000001","20141031","","01","영업/정상","13","영업중","","","","","02-385-0403","","122905","서울특별시 은평구 응암동 30-2 ","서울특별시 은평구 통일로 585-1 (응암동)","03473","호텔씨에스에비뉴","2022-01-20 17:48:17","U","2022-01-22 02:40:00.0","","194316.347775038    ","455199.649918255    ","관광숙박업","","일반주거지역","","기타","","","숙박시설","11","2","","","","","","","","","","","","2629.92","","","","","","","","","4500000000","","","","2630","관광호텔업"
"3110000","CDFI2260032018000002","20181026","","01","영업/정상","13","영업중","","","","","023567615","","","서울특별시 은평구 대조동 15-136 ","서울특별시 은평구 진흥로 169 (대조동)","03397","시안호텔","2021-12-22 16:55:45","U","2021-12-24 02:40:00.0","","193616.443648211    ","456275.831801835    ","관광숙박업","","일반상업지역","","","","","숙박시설","10","1","","","XIAN HOTEL","Tourism Accomodation Business(Tourist Hotel Business)","","","","","","","","2331.44","","","","","","","","","","","","","2331","관광호텔업"
"3120000","CDFI2260031990000001","19900905","","03","폐업","03","폐업","20070821","","","","393-5581","","120809","서울특별시 서대문구 대현동 104-36번지 ","","","호텔미라보","2007-08-22 09:06:10","I","2018-08-31 23:59:59.0","","194849.138479032    ","450512.155519127    ","관광숙박업","관광사업","일반주거지역","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3110000","CDFI2260032019000002","20191025","","01","영업/정상","13","영업중","","","","","02-386-6677","","","서울특별시 은평구 대조동 15-132","서울특별시 은평구 진흥로 179 (대조동)","03397","포레스타호텔","2022-12-06 09:03:46","U","2021-11-02 00:08:00.0","","193699.928737406","456254.05836331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3110000","CDFI2260032016000002","20161228","","01","영업/정상","13","영업중","","","","","02-389-5801~3","","","서울특별시 은평구 불광동 486-22","서울특별시 은평구 통일로80길 7 (불광동)","03344","호텔 맥","2022-07-18 10:13:48","U","2021-12-06 22:00:00.0","","192984.719960486","457530.548559106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032018000009","20180823","","01","영업/정상","13","영업중","","","","","6936-0120","","","서울특별시 중구 남대문로4가 17-19","서울특별시 중구 세종대로12길 12 (남대문로4가)","04526","호텔 그레이스리 서울","2022-07-28 16:57:44","U","2021-12-06 21:00:00.0","","197895.491160507","451035.7030265","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3090000","CDFI2260032019000001","20190709","","01","영업/정상","13","영업중","","","","","","","","서울특별시 도봉구 쌍문동 88-67","서울특별시 도봉구 도봉로117길 8-6 (쌍문동)","01442","그린홈 호스텔","2022-08-18 16:43:11","U","2021-12-07 22:00:00.0","","202993.699335477","460811.193026879","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3120000","CDFI2260032016000001","20160201","","01","영업/정상","13","영업중","","","","","02-393-1199","","","서울특별시 서대문구 창천동 18-81 ","서울특별시 서대문구 연세로2가길 3 (창천동)","03779","신촌라싸 관광호텔","2020-10-31 15:16:10","U","2020-11-03 02:40:00.0","","194391.16958802     ","450428.281096865    ","관광숙박업","","일반상업지역","15","기타","","","숙박시설","13","2","41","1783","","","","","","","","","","1785.96","","","","","","","","","","","","","1786","관광호텔업"
"3120000","CDFI2260032019000001","20191210","","01","영업/정상","13","영업중","","","","","050713312137","","","서울특별시 서대문구 대현동 90-37 ","서울특별시 서대문구 이화여대1안길 15, 4~8층 (대현동)","03766","디케이하우스(DK HOUSE)","2022-01-13 11:36:20","U","2022-01-15 02:40:00.0","","195004.191373545    ","450587.21669084     ","관광숙박업","","일반상업지역","8","기타","","현대해상화재보험","숙박시설","8","0","8","0","","","0","0","","0","0","","0","484.66","","0","","","","","","","0","","","","485","호스텔업"
"3120000","CDFI2260032017000003","20170608","","01","영업/정상","13","영업중","","","","","023932415","","","서울특별시 서대문구 대현동 101-17 6층 ","서울특별시 서대문구 신촌로 155, 6층 (대현동, 해암빌딩)","03766","궁전호스텔","2020-12-01 18:01:07","U","2020-12-03 02:40:00.0","","194929.750810335    ","450514.690947083    ","관광숙박업","","상업지역","10","기타","","재난배상책임보험","","8","2","16","","","","","","","","","","","420","","","","","","","","","200000000","","","","420","호스텔업"
"3120000","CDFI2260031987000001","19871214","","01","영업/정상","13","영업중","","","","","02-2287-8310","","","서울특별시 서대문구 홍은동 201-1 스위스그랜드호텔 ","서울특별시 서대문구 연희로 353, 스위스그랜드호텔 (홍은동)","03650","스위스그랜드호텔서울","2020-10-31 15:14:35","U","2020-11-03 02:40:00.0","","194211.997213753    ","454098.970268002    ","관광숙박업","관광사업","","15","기타","","","","12","3","503","","","","","","","","","","","116496.85","","","","","","","","","","","","","116497","관광호텔업"
"3120000","CDFI2260032016000002","20160912","","01","영업/정상","13","영업중","","","","","07088123755","","","서울특별시 서대문구 창천동 31-92 8,9,10층","서울특별시 서대문구 명물길 19, 8,9,10층 (창천동, 경오빌딩)","03776","24게스트하우스 신촌에비뉴엘점","2022-12-13 12:48:20","U","2021-11-01 23:05:00.0","","194425.547743193","450629.487978481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3120000","CDFI2260032018000001","20180515","","01","영업/정상","13","영업중","","","","","02-313-7050","","","서울특별시 서대문구 창천동 29-56","서울특별시 서대문구 연세로2나길 5 (창천동)","03779","호텔 밀하우스","2023-01-18 09:50:13","U","2022-11-30 22:00:00.0","","194447.060323027","450457.441284914","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFI2260032019000001","20191230","","03","폐업","03","폐업","20220127","","","","02-336-9000","","","서울특별시 마포구 망원동 397-2 샤이닝글로리하우스 ","서울특별시 마포구 희우정로 90, 샤이닝글로리하우스 (망원동)","04015","샤이닝 글로리 하우스","2022-01-27 18:56:51","U","2022-01-29 02:40:00.0","","191352.451615868    ","450172.007939868    ","관광숙박업","","일반주거지역","8","기타","","","호텔","7","1","69","651","SHINING GLORY HOUSE","TOURIST ACCOMMODATION(TOURIST HOTEL)","","","","","","","","3828.39","","","","","","","","","","","","","3828","관광호텔업"
"3130000","CDFI2260032012000002","20121018","","03","폐업","03","폐업","20220208","","","","336-0001","","121843","서울특별시 마포구 성산동 52-12 ","서울특별시 마포구 월드컵북로 120 (성산동)","03972","더 엠 호텔","2022-02-08 16:58:56","U","2022-02-10 02:40:00.0","","192282.955607289    ","451304.996932629    ","관광숙박업","","일반주거지역","12","기타","","56실","호텔","10","2","56","3052","THE M HOTEL","Tourists Accommodation(Family Hotel)","","","","","","","","3043.28","","","","","","","","","3000000000","","","","3043","가족호텔업"
"3130000","CDFI2260032016000001","20160527","","03","폐업","03","폐업","20200929","","","","","","","서울특별시 마포구 망원동 405-27 ","서울특별시 마포구 희우정로16길 31 (망원동)","04008","Alveolus(앨비어러스)","2020-10-05 14:07:43","U","2020-10-07 02:40:00.0","","191415.339342271    ","450275.024623503    ","관광숙박업","","일반주거지역","2","","","1실","기타","1","1","1","62","Alveolus","Hostel","","","","","","","","72.56","","","","","","","","","30000000","","","","73","호스텔업"
"3130000","CDFI2260032016000003","20160906","","03","폐업","03","폐업","20220209","","","","02  323 9220","","","서울특별시 마포구 서교동 463-1 ","서울특별시 마포구 동교로 142-13 (서교동)","04030","NEO SEOUL","2022-02-11 10:30:27","U","2022-02-13 02:40:00.0","","192701.409567082    ","450267.422495875    ","관광숙박업","","일반주거지역","4","","","18","숙박시설","3","1","18","654","NEO SEOUL","Hostel","0","0","","0","0","","0","654.2","","0","","","","","","","3000000000","","","","654","호스텔업"
"3130000","CDFI2260032016000004","20160906","","03","폐업","03","폐업","20220127","","","","02-715-6000","","","서울특별시 마포구 신정동 98-1 ","서울특별시 마포구 서강로 19 (신정동)","04080","케이호스텔","2022-01-27 18:57:02","U","2022-01-29 02:40:00.0","","193739.315165771    ","449217.82970806     ","관광숙박업","","일반주거지역","14","","","현대해상 화재보험,27실","숙박시설","12","2","27","1473","K Hostel","Hotel","","","","","","","","976.4","","","","","","","","","","","","","976","호스텔업"
"3120000","CDFI2260032017000002","20170310","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서대문구 대현동 101-17","서울특별시 서대문구 신촌로 155, 8층 (대현동, 해암빌딩)","03766","서울그랜드호스텔 이대","2022-12-27 14:43:52","U","2021-11-01 22:09:00.0","","194929.750810335","450514.690947083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3120000","CDFI2260032021000001","20210323","","01","영업/정상","13","영업중","","","","","02-363-4700","","","서울특별시 서대문구 창천동 29-55","서울특별시 서대문구 연세로2가길 14 (창천동)","03779","렉시호텔","2022-12-06 12:42:57","U","2021-11-02 00:08:00.0","","194423.876624727","450483.045265462","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFI2260032001000001","20010511","","03","폐업","03","폐업","20201127","","","","3143-4595","","","서울특별시 마포구 서교동 377-1 ","서울특별시 마포구 잔다리로 67 (서교동, 유양관광호텔)","04034","호텔야자","2020-11-27 10:05:47","U","2020-11-29 02:40:00.0","","192584.698023412    ","450151.420026822    ","관광숙박업","관광사업","일반주거지역","6","","","42실,동부화재손해보험","호텔","5","1","42","2017","HOTEL YAJA","TOURIST HOTEL","","","","","","","","1504.56","","","","","","","","","","","","","1505","관광호텔업"
"3130000","CDFI2260032004000001","20040413","","03","폐업","03","폐업","20171130","","","","330-7777","","121838","서울특별시 마포구 서교동 354-5번지 ","서울특별시 마포구 양화로 130 (서교동)","","(주)아주호텔서교","2017-12-01 09:12:27","I","2018-08-31 23:59:59.0","","192971.947727746    ","450243.232547428    ","관광숙박업","관광사업","","","","","","","","","135","","Aju Hotel Seokyo Co., LTD.","TOURIST HOTEL","","","","","","","","","","","","","","","","","","","","","","관광호텔업"
"3130000","CDFI2260032012000001","20120308","","03","폐업","03","폐업","20180226","","","","6220-4000","","121807","서울특별시 마포구 노고산동 57-26번지 ","서울특별시 마포구 서강로 137 (노고산동)","04058","까사빌 신촌 서울","2018-02-26 15:17:05","I","2018-08-31 23:59:59.0","","194237.345664459    ","450263.50766141     ","관광숙박업","","상업지역","20","","","3층~14층영업중,183실","숙박시설","14","","183","12883","CasaVille Shinchon Seoul","TOURIST ACCOMMODATION (FAMILY HOTEL)","","","","","","","","4123.05","","","","","","","","","2000000000","","","","4123","가족호텔업"
"3130000","CDFI2260032013000002","20130205","","01","영업/정상","13","영업중","","","","","326-5801","","121893","서울특별시 마포구 서교동 373-9번지 ","서울특별시 마포구 양화로 86 (서교동)","04043","호텔 더 디자이너스 홍대","2018-10-24 11:13:45","U","2018-10-26 02:36:00.0","","192647.075671686    ","449962.851191072    ","관광숙박업","","준주거지역","18","","","80실","호텔","15","3","80","3868","HOTEL THE DESIGNERS HONGDAE","TOURIST HOTEL","","","","","","","","3868","","","","","","","","","21750000000","","","","3868","관광호텔업"
"3150000","CDFI2260032007000002","20071001","","01","영업/정상","13","영업중","","","","","02-2694-0707","","157916","서울특별시 강서구 화곡동 1097-4 ","서울특별시 강서구 화곡로 327 (화곡동)","","이지갤러리관광호텔","2021-01-18 14:15:02","U","2021-01-20 02:40:00.0","","186720.895010675    ","450123.211356154    ","관광숙박업","관광사업","일반상업지역","17","유흥업소밀집지역","","","호텔","15","2","64","","","","","","","","","","","4320.71","","","","","","","","","51","","","","4321","관광호텔업"
"3130000","CDFI2260032018000004","20180831","","01","영업/정상","13","영업중","","","","","027682661","","","서울특별시 마포구 동교동 190-1번지 ","서울특별시 마포구 양화로 188 (동교동)","04051","홀리데이 인 익스프레스 서울 홍대","2018-10-12 10:02:25","U","2018-10-12 23:59:59.0","","193565.900355472    ","450545.668460987    ","관광숙박업","","","10","","","294실","","710","","294","13611","Holiday Inn Express Seoul Hongdae","TOURIST ACCOMMODATION(TOURIST HOTEL)","","","","","","","","13610.51","","","","","","","","","","","","","13611","관광호텔업"
"3130000","CDFI2260032015000001","20150826","","01","영업/정상","13","영업중","","","","","69799000","","","서울특별시 마포구 도화동 570번지 ","서울특별시 마포구 마포대로 83 (도화동)","04156","신라스테이 마포","2018-02-08 18:24:33","I","2018-08-31 23:59:59.0","","195484.919869451    ","448958.582313523    ","관광숙박업","","일반상업지역","28","","","383실","숙박시설","24","4","383","18470","Shiila Stay Mapo","Tourist Hotel","","","","","","","","18470.19","","","","","","","","","989000000000","","","","18470","관광호텔업"
"3130000","CDFI2260032016000002","20160607","","01","영업/정상","13","영업중","","","","","02  332 0061","","","서울특별시 마포구 서교동 447-1번지 ","서울특별시 마포구 월드컵북로 31 (서교동)","04001","원앤온니에이엠씨","2018-02-08 18:26:07","I","2018-08-31 23:59:59.0","","192736.935397287    ","450550.232656274    ","관광숙박업","","일반주거지역","19","주택가주변","","150","호텔","14","5","150","18411","One&Only AMC","TOURIST ACCOMMODATION(TOURIST HOTEL)","","","","","","","","18410.72","","","","","","","","","50000000","","","","18411","관광호텔업"
"3130000","CDFI2260031979000001","19790802","","01","영업/정상","13","영업중","","","","","02-717-9441","","","서울특별시 마포구 도화동 169-1 ","서울특별시 마포구 마포대로 58 (도화동, 가든호텔)","04168","(주)서울가든","2021-02-24 10:32:27","U","2021-02-26 02:40:00.0","","195366.504486477    ","448716.823596557    ","관광숙박업","관광사업","","17","","","372실","","15","2","372","26310","SEOUL GARDEN Corp.","Tourist Hotel","","","","","","","","26310.01","","","","","","","","","","","","","26310","관광호텔업"
"3130000","CDFI2260032005000001","20050714","","01","영업/정상","13","영업중","","","","","338-0018","","","서울특별시 마포구 합정동 382-17번지 ","서울특별시 마포구 양화로 15 (합정동, 호텔써클)","04027","써클호텔","2018-02-21 10:20:32","I","2018-08-31 23:59:59.0","","192044.052062349    ","449625.190175398    ","관광숙박업","관광사업","일반상업지역","12","","","40실","호텔","9","3","40","2017","CIRCLE HOTEL","TOURIST HOTEL","","","","","","","","1504.56","","","","","","","","","","","","","1505","관광호텔업"
"3130000","CDFI2260032014000002","20141210","","01","영업/정상","13","영업중","","","","","332-2333","","121210","서울특별시 마포구 서교동 351-29","서울특별시 마포구 동교로 162-7 (서교동)","04031","더휴식 아늑 홍대점","2022-08-22 20:18:35","U","2021-12-07 22:04:00.0","","192893.333078404","450367.063858996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFI2260032013000001","20130205","","03","폐업","03","폐업","20220706","","","","332-5656","","121893","서울특별시 마포구 서교동 371-10","서울특별시 마포구 양화로 112 (서교동)","04038","메리골드호텔","2022-07-06 11:31:14","U","2021-12-06 23:02:00.0","","192839.116937246","450119.061832193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFI2260032021000002","20211222","","01","영업/정상","13","영업중","","","","","02-3702-0300","","","서울특별시 마포구 도화동 573","서울특별시 마포구 마포대로 67 (도화동)","04157","로이넷 호텔 서울 마포","2022-11-03 15:09:19","U","2021-11-01 00:05:00.0","","195366.525965188","448847.482572649","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFI2260032014000001","20141030","","01","영업/정상","13","영업중","","","","","02-2236-6633","","","서울특별시 마포구 동교동 198-30 홍대LJ빌딩","서울특별시 마포구 동교로 217, 홍대LJ빌딩 2층~4층 (동교동)","03993","필로소퍼","2023-01-12 18:15:40","U","2022-11-30 23:04:00.0","","193173.291498782","450805.577656258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFI2260032017000002","20170630","","01","영업/정상","13","영업중","","","","","0505-068-7207","","","서울특별시 마포구 노고산동 1-74 ","서울특별시 마포구 신촌로 152 (노고산동)","04104","에이치에비뉴 호텔 이대점","2020-10-12 12:51:38","U","2020-10-14 02:40:00.0","","194856.148175113    ","450442.424814188    ","관광숙박업","","일반주거지역","15","","","94실","호텔","13","2","94","2773","H-AVENUE Hotel","Tourist Hotel","","","","","","","","2772.94","","","","","","","","","","","","","2773","관광호텔업"
"3130000","CDFI2260032017000003","20171229","","01","영업/정상","13","영업중","","","","","3704-8465","","","서울특별시 마포구 도화동 25-13 효성해링턴 스퀘어 ","서울특별시 마포구 마포대로 92, 효성해링턴 스퀘어 (도화동)","04168","글래드호텔 마포","2021-12-28 14:46:45","U","2021-12-30 02:40:00.0","","195616.580723896    ","448973.867131637    ","관광숙박업","","","26","","","378","","24","2","378","26504","GLAD HOTEL Mapo","TOURIST ACCOMMODATION(TOURIST HOTEL)","","","","","","","","26504.2","","","","","","","","","","","","","26504","관광호텔업"
"3130000","CDFI2260032018000002","20180420","","01","영업/정상","13","영업중","","","","","330-7872, 3307570","","","서울특별시 마포구 서교동 354-5 ","서울특별시 마포구 양화로 130 (서교동)","04038","라이즈호텔","2020-08-24 17:27:50","U","2020-08-26 02:40:00.0","","192971.947727746    ","450243.232547428    ","관광숙박업","","","25","","","274","","20","5","274","29332","RYSE HOTEL","TOURIST ACCOMMODATION(TOURIST HOTEL)","","","","","","","","29331.57","","","","","","","","","1000000000","","","","29332","관광호텔업"
"3130000","CDFI2260032017000001","20170221","","01","영업/정상","13","영업중","","","","","02-3141-8800","","","서울특별시 마포구 서교동 354-10번지 ","서울특별시 마포구 홍익로5길 32 (서교동, 나인브릭)","04038","나인브릭","2017-02-22 13:39:32","I","2018-08-31 23:59:59.0","","192911.642624498    ","450171.317352359    ","관광숙박업","","근린상업지역","18","학교정화(상대)","","94실(200명)","","16","2","94","3784","9BRICK","TOURIST ACCOMMODATION(TOURIST HOTEL)","","","","","","","","3784.07","","","","","","","","","18000000000","","","","3784","관광호텔업"
"3130000","CDFI2260032016000005","20161017","","01","영업/정상","13","영업중","","","","","02  363 3941","","","서울특별시 마포구 동교동 155-30번지 ","서울특별시 마포구 양화로 177-1 (동교동)","03994","나비호스텔","2019-01-15 14:27:33","U","2019-01-17 02:40:00.0","","193279.38663668     ","450637.276776739    ","관광숙박업","","근린상업지역","11","","","27실","숙박시설","10","1","27","993","Nabi Hostel","Hostel","","","","","","","","992.59","","","","","","","","","8000000000","","","","993","호스텔업"
"3130000","CDFI2260032021000001","20211123","","01","영업/정상","13","영업중","","","","","02-332-7771","","","서울특별시 마포구 합정동 379-4 주니비노 호텔 ","서울특별시 마포구 양화진2길 31, 주니비노 호텔 (합정동)","04084","주니비노호텔","2022-01-09 14:53:49","U","2022-01-11 02:40:00.0","","192043.507297118    ","449524.361048163    ","관광숙박업","","일반주거지역","14","","","","숙박시설","12","2","68","6174","","","0","0","","0","0","","0","6173.93","","0","","","","","","","0","","","","6174","관광호텔업"
"3130000","CDFI2260032018000003","20180828","","01","영업/정상","13","영업중","","","","","023238811","","","서울특별시 마포구 동교동 113-96번지 ","서울특별시 마포구 연희로 27 (동교동)","03985","클레오","2018-09-03 18:00:02","I","2018-10-09 15:19:31.0","","193449.985027039    ","451015.020894903    ","관광숙박업","","","8","","","24실","","7","1","24","601","","","","","","","","","","600.69","","","","","","","","","","","","","601","호스텔업"
"3130000","CDFI2260032020000001","20201211","","01","영업/정상","13","영업중","","","","","02-324-0021","","","서울특별시 마포구 서교동 373-1 ","서울특별시 마포구 양화로 94, 보보호텔 (서교동)","04043","보보호텔","2021-01-14 13:26:00","U","2021-01-16 02:40:00.0","","192702.357899428    ","450008.91757619     ","관광숙박업","","준주거지역","6","학교정화(상대)","","","호텔","5","1","55","","","","","","","","","","","2625","","","","","","","","","","","","","2625","관광호텔업"
"3150000","CDFI2260031988000001","19880730","","03","폐업","03","폐업","20191231","","","","02-2662-1113","","157811","서울특별시 강서구 공항동 11-21번지 ","서울특별시 강서구 공항대로 63 (공항동)","","에어포트관광호텔","2020-01-02 16:26:06","U","2020-01-04 02:40:00.0","","183529.005183547    ","451027.590421816    ","관광숙박업","관광사업","준주거지역","6","기타","","","호텔","5","1","","3046","","","","","","","","","","3046.33","","","","","","","","","","","","","3046","관광호텔업"
"3150000","CDFI2260031989000001","19891206","","03","폐업","03","폐업","20200330","","","","3665-3000","","157862","서울특별시 강서구 염창동 260번지 ","서울특별시 강서구 공항대로 653-30 (염창동)","","리버파크관광호텔","2020-03-30 16:01:51","U","2020-04-01 02:40:00.0","","189172.250232972    ","449594.160970902    ","관광숙박업","관광사업","","12","","","","","9","3","","","","","","","","","","","","5885.74","","","","","","","","","","","","","5886","관광호텔업"
"3150000","CDFI2260031999000001","19990726","","03","폐업","03","폐업","20180312","","","","","","157928","서울특별시 강서구 화곡동 1110번지 ","서울특별시 강서구 화곡로 354-3 (화곡동)","","호텔 노스탈자","2018-04-10 09:48:05","I","2018-08-31 23:59:59.0","","186908.920793249    ","450297.393074396    ","관광숙박업","관광사업","","9","","","","","7","2","","","","","","","","","","","","4619.39","","","","","","","","","","","","","4619",""
"3150000","CDFI2260032001000001","20010310","","03","폐업","03","폐업","20060928","","","","","","157869","서울특별시 강서구 화곡동 73-49번지 ","서울특별시 강서구 화곡로 254  (화곡동)","","티파니관광호텔","2006-10-02 18:43:55","I","2018-08-31 23:59:59.0","","186352.550070658    ","449495.06576488     ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3150000","CDFI2260032002000001","20020411","","03","폐업","03","폐업","20160630","","","","2605-0075","","157928","서울특별시 강서구 화곡동 1111-7번지 ","서울특별시 강서구 화곡로 342 (화곡동)","","뉴리젠트호텔","2016-07-07 10:26:25","I","2018-08-31 23:59:59.0","","186834.234500517    ","450221.185293857    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3150000","CDFI2260032003000001","20030429","","03","폐업","03","폐업","20160831","","","","2651-1389","","157836","서울특별시 강서구 등촌동 505-2번지 ","서울특별시 강서구 공항대로 516  (등촌동)","","그린월드관광호텔","2016-09-06 08:37:46","I","2018-08-31 23:59:59.0","","187851.415781065    ","449900.510297141    ","관광숙박업","관광사업","","11","","","","","8","3","","","","","","","","","","","","3470.94","","","","","","","","","","","","","3471",""
"3150000","CDFI2260032003000002","20031113","","03","폐업","03","폐업","20160630","","","","","","157928","서울특별시 강서구 화곡동 1111-7번지 ","서울특별시 강서구 화곡로 342  (화곡동)","","뉴리젠트호텔","2016-07-07 10:21:09","I","2018-08-31 23:59:59.0","","186834.234500517    ","450221.185293857    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3150000","CDFI2260032008000001","20081029","","03","폐업","03","폐업","20210908","","","","02-2605-1700","","157910","서울특별시 강서구 화곡동 921-6 ","서울특별시 강서구 곰달래로 72 (화곡동)","","호텔 타워","2021-09-09 11:27:01","U","2021-09-11 02:40:00.0","","185863.097607353    ","447532.962112156    ","관광숙박업","관광사업","상업지역","9","유흥업소밀집지역","","","숙박시설","8","1","57","","","","","","","","","","","3356.54","","","","","","","","","1200000000","","","","3357","관광호텔업"
"3150000","CDFI2260032017000002","20170808","","03","폐업","03","폐업","20211012","","","","02-2660-9120","","","서울특별시 강서구 외발산동 426 ","서울특별시 강서구 방화대로 94 (외발산동, 메이필드 스위트호텔)","07506","메이필드 스위트호텔","2021-10-13 09:49:06","U","2021-10-15 02:40:00.0","","183863.692502412    ","449443.610735042    ","관광숙박업","","","4","","","DB손해보험","","","","31","","MAYFIELD SUITEHOTEL","FAMILY HOTEL","","","","","","","","2866.56","","","","","","","","","3000000000","","","","2867","가족호텔업"
"3150000","CDFI2260032014000002","20140901","","03","폐업","03","폐업","20181001","","","","","","157011","서울특별시 강서구 화곡동 924-22번지 ","서울특별시 강서구 월정로20길 56 (화곡동)","07776","레인보우 관광호텔","2018-10-06 14:21:07","U","2018-11-03 04:00:00.0","","185926.230742895    ","447510.515881586    ","관광숙박업","","","12","","","","","11","1","","","","","","","","","","","","3783.65","","","","","","","","","","","","","3784","관광호텔업"
"3150000","CDFI2260032016000002","20161229","","03","폐업","03","폐업","20220209","","","","02-2642-6200","","","서울특별시 강서구 등촌동 505-7 ","서울특별시 강서구 공항대로 518 (등촌동)","07591","스탠다드호텔","2022-02-10 13:58:47","U","2022-02-12 02:40:00.0","","187875.483372424    ","449872.25932155     ","관광숙박업","","준주거지역","14","기타","","삼성화재","호텔","11","3","50","","","","","","","","","","","2913.08","","","","","","","","","3000000000","","","","2913","관광호텔업"
"3150000","CDFI2260032003000003","20030227","","01","영업/정상","13","영업중","","","","","02-2604-9229","","157928","서울특별시 강서구 화곡동 1110-3번지 ","서울특별시 강서구 화곡로 354-10 (화곡동)","","칼튼 관광호텔","2020-04-01 17:28:20","U","2020-04-03 02:40:00.0","","186892.947389352    ","450261.991363534    ","관광숙박업","관광사업","일반상업지역","11","유흥업소밀집지역","","","호텔","8","3","64","","","","","","","","","","","6141.79","","","","","","","","","","","","","6142","관광호텔업"
"3150000","CDFI2260032003000004","20030325","","01","영업/정상","13","영업중","","","","","02-2662-1566","","157290","서울특별시 강서구 외발산동 282-2번지 ","서울특별시 강서구 남부순환로 188 (외발산동)","","넘버25호텔 김포공항점","2020-04-01 17:30:03","U","2020-04-03 02:40:00.0","","183993.393147385    ","449605.865701793    ","관광숙박업","관광사업","","8","","","","","6","2","50","","","","","","","","","","","3196.41","","","","","","","","","","","","","3196","관광호텔업"
"3150000","CDFI2260032009000001","20091230","","01","영업/정상","13","영업중","","","","","02-2666-0157","","157290","서울특별시 강서구 외발산동 280-1번지 ","서울특별시 강서구 남부순환로 190 (외발산동)","","호텔 디아망","2020-04-01 17:35:11","U","2020-04-03 02:40:00.0","","183962.828662192    ","449599.177635822    ","관광숙박업","","","6","","","KB손해보험","","4","2","36","","","","","","","","","","","2929.61","","","","","","","","","10200000000","","","","2930","관광호텔업"
